Location	level	pack_id	card_seq	RuleCategory	Tags	trigger	base	translate	wordcategory	sentence_with_gap	Sentence_Eng	outcome (SM/NM/AM/NONE)	Target_word	WhyEng	WhyCym	RuleCat	frame_id	qa_status (Draft / Generated / Checked / Fixed)
public/data/			c000790	Preposition		cyn	gorffen	finishing	verb-noun	Cyn [ ] y wers, gad i ni adolygu.		NONE	gorffen	cyn (“before”) does not cause mutation here, so gorffen stays gorffen.	Nid yw cyn (“before”) yn achosi treiglad yma, felly mae gorffen yn aros yn gorffen.			
public/data/			c000792	Negation		Paid	torri	break / cut	verb-noun	Paid [ ] ’r rhaff!		NONE	torri	Paid forms a negative command. In this pattern, the verb-noun stays in its basic form, so torri does not change.	Mae Paid yn gwneud gorchymyn negyddol. Yn y patrwm hwn mae’r ferfenw yn aros yn ei ffurf sylfaenol, felly nid yw torri yn newid.			
public/data/			c000793	Preposition		â	torri	break / cut	verb-noun	Paid â [ ] y rhaff!		AM	thorri	With â in negative commands (Paid â …), words starting t change to th: torri → thorri.	Gyda â mewn gorchmynion negyddol (Paid â …), mae geiriau sy’n dechrau gyda t yn newid i th: torri → thorri.			
public/data/			c000794	Negation		Peidiwch	talu	pay	verb-noun	Peidiwch [ ] ar y safle.		NONE	talu	Peidiwch forms a negative command. Here the verb-noun stays in its basic form, so talu does not change.	Mae Peidiwch yn gwneud gorchymyn negyddol. Yma mae’r ferfenw yn aros yn ei ffurf sylfaenol, felly nid yw talu yn newid.			
public/data/			c000795	Preposition		â	talu	pay	verb-noun	Peidiwch â [ ] ar y safle.		AM	thalu	In Peidiwch â …, â causes the change t → th, so talu → thalu.	Yn Peidiwch â …, mae â yn achosi’r newid t → th, felly talu → thalu.			
public/data/			c000796	Preposition		ar	dechrau	beginning / start	noun-masc	Mae cyfarfod ar [ ] ’r wythnos.		SM	ddechrau	ar soft-mutates: d → dd, so dechrau → ddechrau (ar ddechrau’r wythnos).	Mae ar yn treiglo’n feddal: d → dd, felly dechrau → ddechrau (ar ddechrau’r wythnos).			
public/data/			c000797	Preposition		ar	dechrau	beginning / start	noun-masc	Cawn ni ddatganiad ar [ ] ’r mis nesaf.		SM	ddechrau	Same rule: ar gives d → dd, so dechrau → ddechrau (ar ddechrau’r mis nesaf).	Yr un rheol: mae ar yn rhoi d → dd, felly dechrau → ddechrau (ar ddechrau’r mis nesaf).			
public/data/			c000798	Preposition		ar	diwedd	end	noun-masc	Bydd taliad ar [ ] y mis.		SM	ddiwedd	ar soft-mutates: d → dd, so diwedd → ddiwedd (ar ddiwedd y mis).	Mae ar yn treiglo’n feddal: d → dd, felly diwedd → ddiwedd (ar ddiwedd y mis).			
public/data/			c000799	Preposition		ar	diwedd	end	noun-masc	Trafodwn ni hyn ar [ ] y wythnos.		SM	ddiwedd	Same rule again: ar gives d → dd, so diwedd → ddiwedd.	Yr un rheol eto: mae ar yn rhoi d → dd, felly diwedd → ddiwedd.			
public/data/			c000800	Preposition		ar	canol	middle	noun-masc	Roedden nhw’n cwrdd ar [ ] dydd.		SM	ganol	ar soft-mutates: c → g, so canol → ganol (ar ganol dydd = “in the middle of the day”).	Mae ar yn treiglo’n feddal: c → g, felly canol → ganol (ar ganol dydd = “in the middle of the day”).			
public/data/			c000801	Preposition		ar	canol	middle	noun-masc	Roedden ni allan ar [ ] nos.		SM	ganol	Same pattern: canol → ganol after ar (ar ganol nos).	Yr un patrwm: canol → ganol ar ôl ar (ar ganol nos).			
public/data/			c000802	Preposition		ar	bore	morning	noun-masc	Cychwynnwn ni ar [ ] Llun.		SM	fore	In time phrases, ar can soft-mutate b → f, so bore → fore (ar fore Llun).	Mewn ymadroddion amser, gall ar dreiglo b → f, felly bore → fore (ar fore Llun).			
public/data/			c000803	Preposition		ar	prynhawn	afternoon	noun-masc	Mae’r gêm ar [ ] Sadwrn.		SM	brynhawn	ar makes the next word start “softer” (soft mutation): p → b, so prynhawn → brynhawn in ar brynhawn Sadwrn.	Mae ar yn achosi treiglad meddal: p → b, felly prynhawn → brynhawn yn ar brynhawn Sadwrn.			
public/data/			c000804	Preposition		ar	toriad	break / dawn-break (in phrase)	noun-masc	Cawn ni gwrdd ar [ ] y wawr.		SM	doriad	After ar, soft mutation happens: t → d, so toriad → doriad in the fixed phrase ar doriad y wawr (“at dawn”).	Ar ôl ar, ceir treiglad meddal: t → d, felly toriad → doriad yn ar doriad y wawr (“at dawn”).			
public/data/			c000805	Preposition		ar	troad	turn (in phrase)	noun-masc	Cyhoeddir y canlyniadau ar [ ] y flwyddyn.		SM	droad	ar triggers soft mutation: t → d, so troad → droad in ar droad y flwyddyn (“at the turn of the year”).	Mae ar yn achosi treiglad meddal: t → d, felly troad → droad yn ar droad y flwyddyn (“at the turn of the year”).			
public/data/			c000806	Preposition		tan	dechrau	beginning / start	noun-masc	Arhoswn ni tan [ ] ’r tymor.		SM	ddechrau	tan (“until”) soft-mutates the next noun: d → dd, so dechrau → ddechrau.	Mae tan (“until”) yn treiglo’r enw nesaf yn feddal: d → dd, felly dechrau → ddechrau.			
public/data/			c000807	Preposition		tan	diwedd	end	noun-masc	Bydd y gwaith yn parhau tan [ ] y flwyddyn.		SM	ddiwedd	tan causes soft mutation: d → dd, so diwedd → ddiwedd (tan ddiwedd y flwyddyn).	Mae tan yn achosi treiglad meddal: d → dd, felly diwedd → ddiwedd (tan ddiwedd y flwyddyn).			
public/data/			c000808	Preposition		tan	canol	middle	noun-masc	Ar gau tan [ ] y mis.		SM	ganol	tan soft-mutates: c → g, so canol → ganol (tan ganol y mis).	Mae tan yn treiglo’n feddal: c → g, felly canol → ganol (tan ganol y mis).			
public/data/			c000809	Preposition		hyd	diwedd	end	noun-masc	Mae’r tocynnau’n ddilys hyd [ ] y chwarter.		SM	ddiwedd	hyd (“up to”) soft-mutates the next noun: d → dd, so diwedd → ddiwedd.	Mae hyd (“up to”) yn achosi treiglad meddal: d → dd, felly diwedd → ddiwedd.			
public/data/			c000810	Preposition		hyd	dechrau	beginning / start	noun-masc	Cawn ni ddisgwyl hyd [ ] ’r gwanwyn.		SM	ddechrau	After hyd, soft mutation: d → dd, so dechrau → ddechrau.	Ar ôl hyd, treiglad meddal: d → dd, felly dechrau → ddechrau.			
public/data/			c000811	Preposition		hyd	canol	middle	noun-masc	Bydd hi’n gynnes hyd [ ] yr haf.		SM	ganol	hyd soft-mutates: c → g, so canol → ganol.	Mae hyd yn treiglo’n feddal: c → g, felly canol → ganol.			
public/data/			c000812	Preposition		at	dechrau	beginning / start	noun-masc	Anfonwch y papurau at [ ] ’r wythnos.		SM	ddechrau	at soft-mutates the following noun: d → dd, so dechrau → ddechrau.	Mae at yn achosi treiglad meddal: d → dd, felly dechrau → ddechrau.			
public/data/			c000813	Preposition		at	diwedd	end	noun-masc	Rhaid i ni orffen at [ ] yr wythnos.		SM	ddiwedd	at causes soft mutation: d → dd, so diwedd → ddiwedd (deadline-type phrase).	Mae at yn achosi treiglad meddal: d → dd, felly diwedd → ddiwedd (ymadrodd terfyn-amser).			
public/data/			c000814	Preposition		at	canol	middle	noun-masc	Bydd y canlyniadau at [ ] y mis.		SM	ganol	After at, c → g, so canol → ganol (at ganol y mis).	Ar ôl at, c → g, felly canol → ganol (at ganol y mis).			
public/data/			c000815	Preposition		o	bore	morning	noun-masc	Byddwn ni yma o [ ] Llun tan nos Wener.		SM	fore	o soft-mutates in time phrases: b → f, so bore → fore (o fore Llun = “from Monday morning”).	Mae o yn treiglo’n feddal mewn ymadroddion amser: b → f, felly bore → fore (o fore Llun = “from Monday morning”).			
public/data/			c000816	Preposition		o	prynhawn	afternoon	noun-masc	Mae’r siop ar agor o [ ] Sadwrn tan brynhawn Sul.		SM	brynhawn	After o, soft mutation: p → b, so prynhawn → brynhawn (o brynhawn Sadwrn).	Ar ôl o, treiglad meddal: p → b, felly prynhawn → brynhawn (o brynhawn Sadwrn).			
public/data/			c000817	Preposition		dros	penwythnos	weekend	noun-masc	Bydd y ffordd ar gau dros [ ].		SM	benwythnos	dros soft-mutates: p → b, so penwythnos → benwythnos.	Mae dros yn achosi treiglad meddal: p → b, felly penwythnos → benwythnos.			
public/data/			c000818	TimeExpressions		noson	Mawrth	Tuesday	day	Cawn ni gyfarfod Noson [ ], yn y ganolfan.		SM	Fawrth	In Noson + day-name (“Tuesday night”), the day-name soft-mutates: m → f, so Mawrth → Fawrth.	Yn Noson + enw dydd (“nos Fawrth”), mae’r enw dydd yn treiglo’n feddal: m → f, felly Mawrth → Fawrth.			
public/data/			c000819	TimeExpressions		noson	Mercher	Wednesday	day	Gig fach Noson [ ], dewch draw.		SM	Fercher	After Noson, the day-name soft-mutates: m → f, so Mercher → Fercher.	Ar ôl Noson, mae enw’r dydd yn treiglo’n feddal: m → f, felly Mercher → Fercher.			
public/data/			c000820	TimeExpressions		noson	Gwener	Friday	day	Cinio teulu Noson [ ], am saith.		SM	Wener	After Noson, g- drops in soft mutation, so Gwener → Wener.	Ar ôl Noson, mae g- yn diflannu mewn treiglad meddal, felly Gwener → Wener.			
public/data/			c000821	Preposition		ar	dechrau	beginning / start	noun-masc	Trefnwn ni hyfforddiant ar [ ] ’r tymor newydd.		SM	ddechrau	ar soft-mutates: d → dd, so dechrau → ddechrau (ar ddechrau’r tymor newydd).	Mae ar yn treiglo’n feddal: d → dd, felly dechrau → ddechrau (ar ddechrau’r tymor newydd).			
public/data/			c000822	Determiner		llawer	cais	application	noun-masc	Cawsom llawer o [ ] yr wythnos hon.		SM	gais	In the “quantifier + o” pattern (like llawer o), the next word often soft-mutates: c → g, so cais → gais.	Yn y patrwm “meintiolydd + o” (e.e. llawer o), mae’r gair nesaf yn aml yn treiglo’n feddal: c → g, felly cais → gais.			
public/data/			c000823	Determiner		ychydig	amynedd	patience	noun-masc	Mae gen i ychydig o [ ] ar ôl y dydd hir.		NONE	amynedd	The pattern is there, but words starting with a vowel don’t show a visible change, so amynedd stays amynedd.	Mae’r patrwm yno, ond nid yw geiriau sy’n dechrau gyda llafariad yn dangos newid, felly mae amynedd yn aros yn amynedd.			
public/data/			c000824	Determiner		mwy	syniadau	ideas	noun-pl	Mae angen mwy o [ ] ar gyfer y prosiect.		NONE	syniadau	s- doesn’t change in soft mutation, so syniadau stays the same after mwy o.	Nid yw s- yn newid mewn treiglad meddal, felly mae syniadau yn aros yr un fath ar ôl mwy o.			
public/data/			c000825	Determiner		llai	pwysau	pressure	noun-masc	Rydw i eisiau llai o [ ] arnaf i erbyn y gwanwyn.		SM	bwysau	In llai o …, soft mutation: p → b, so pwysau → bwysau.	Yn llai o …, treiglad meddal: p → b, felly pwysau → bwysau.			
public/data/			c000826	Determiner		digon	buddion	benefits	noun-pl	Mae digon o [ ] i wneud i’r cynllun werth chweil.		SM	fuddion	In digon o …, soft mutation: b → f, so buddion → fuddion.	Yn digon o …, treiglad meddal: b → f, felly buddion → fuddion.			
public/data/			c000827	Determiner		llawer	ceisiadau	applications	noun-pl	Daeth llawer o [ ] dîm y gogledd ddoe.		SM	geisiadau	After llawer o, c → g, so ceisiadau → geisiadau.	Ar ôl llawer o, c → g, felly ceisiadau → geisiadau.			
public/data/			c000828	Determiner		ychydig	pethau	things	noun-pl	Mae ganddyn nhw ychydig o [ ] i’w cwblhau eto.		SM	bethau	After ychydig o, p → b, so pethau → bethau.	Ar ôl ychydig o, p → b, felly pethau → bethau.			
public/data/			c000829	Determiner		mwy	cyfleoedd	opportunities	noun-pl	Rydym am greu mwy o [ ] i siarad Cymraeg.		SM	gyfleoedd	After mwy o, c → g, so cyfleoedd → gyfleoedd.	Ar ôl mwy o, c → g, felly cyfleoedd → gyfleoedd.			
public/data/			c000830	Determiner		llai	traffig	traffic	noun-masc	Gobeithiwn am llai o [ ] yn y boreau.		SM	draffig	After llai o, t → d, so traffig → draffig.	Ar ôl llai o, t → d, felly traffig → draffig.			
public/data/			c000831	Determiner		digon	ffrwythau	fruit	noun-pl	Mae digon o [ ] yn y fasged eisoes.		NONE	ffrwythau	ff- doesn’t change in soft mutation, so you won’t see a difference: ffrwythau stays ffrwythau.	Nid yw ff- yn newid mewn treiglad meddal, felly nid oes newid i’w weld: mae ffrwythau yn aros yn ffrwythau.			
public/data/			c000832	Determiner		rhywfaint	enwau	names	noun-pl	Mae rhywfaint o [ ] ar y rhestr eisoes.		NONE	enwau	Vowel-starting words don’t show a change in soft mutation, so enwau stays enwau.	Nid yw geiriau sy’n dechrau gyda llafariad yn dangos newid mewn treiglad meddal, felly mae enwau yn aros yn enwau.			
public/data/			c000833	Determiner		tipyn	newid	change	noun-masc	Gwnaethon nhw tipyn o [ ] yn y rheolau llynedd.		NONE	newid	Soft mutation doesn’t change n-, so newid stays the same.	Nid yw treiglad meddal yn newid n-, felly mae newid yn aros yr un fath.			
public/data/			c000834	Determiner		llawer	cydweithrediad	cooperation	noun-masc	Mae angen llawer o [ ] rhwng yr adrannau.		SM	gydweithrediad	After llawer o, c → g, so cydweithrediad → gydweithrediad.	Ar ôl llawer o, c → g, felly cydweithrediad → gydweithrediad.			
public/data/			c000835	Determiner		ychydig	blychau	boxes	noun-pl	Mae ganddo ychydig o [ ] yn y storfa.		SM	flychau	After ychydig o, b → f, so blychau → flychau.	Ar ôl ychydig o, b → f, felly blychau → flychau.			
public/data/			c000836	Determiner		mwy	cyflogau	salaries	noun-pl	Byddai mwy o [ ] yn denu mwy o ymgeiswyr.		SM	gyflogau	After mwy o, c → g, so cyflogau → gyflogau.	Ar ôl mwy o, c → g, felly cyflogau → gyflogau.			
public/data/			c000837	Determiner		llai	bryder	worry	noun-masc	Hoffwn weld llai o [ ] yn y gweithle.		SM	fryder	After llai o, b → f, so bryder → fryder.	Ar ôl llai o, b → f, felly bryder → fryder.			
public/data/			c000838	Determiner		digon	cennin	leeks	noun-pl	Mae digon o [ ] ar y farchnad heddiw.		SM	gennin	After digon o, c → g, so cennin → gennin.	Ar ôl digon o, c → g, felly cennin → gennin.			
public/data/			c000839	Determiner		llawer	cathod	cats	noun-pl	Clywsom llawer o [ ] yn y stryd neithiwr.		SM	gathod	After llawer o, c → g, so cathod → gathod.	Ar ôl llawer o, c → g, felly cathod → gathod.			
public/data/			c000840	Determiner		ychydig	manteision	advantages	noun-pl	Roedd ychydig o [ ] i’w gweld ar unwaith.		SM	fanteision	After ychydig o, m → f, so manteision → fanteision.	Ar ôl ychydig o, m → f, felly manteision → fanteision.			
public/data/			c000841	Determiner		mwy	dewisiadau	choices	noun-pl	Mae mwy o [ ] ar gael ar-lein erbyn hyn.		SM	ddewisiadau	After mwy o, d → dd, so dewisiadau → ddewisiadau.	Ar ôl mwy o, d → dd, felly dewisiadau → ddewisiadau.			
public/data/			c000842	Determiner		llai	dyluniadau	designs	noun-pl	Bydd llai o [ ] ’n cyrraedd yr wythnos nesaf.		SM	ddyluniadau	After llai o, d → dd, so dyluniadau → ddyluniadau.	Ar ôl llai o, d → dd, felly dyluniadau → ddyluniadau.			
public/data/			c000843	Determiner		digon	gwesteion	guests	noun-pl	Roedd digon o [ ] yn y digwyddiad ffurfiol.		SM	westeion	With soft mutation, g- can drop at the start: gwesteion → westeion.	Mewn treiglad meddal, gall g- ddiflannu ar y dechrau: gwesteion → westeion.			
public/data/			c000844	Determiner		tipyn	gwres	heat	noun-masc	Cafwyd tipyn o [ ] yn y neuadd heno.		SM	wres	Soft mutation drops initial g-: gwres → wres after tipyn o.	Mae treiglad meddal yn gollwng g- ar y dechrau: gwres → wres ar ôl tipyn o.			
public/data/			c000845	Determiner		rhywfaint	rhesymau	reasons	noun-pl	Mae rhywfaint o [ ] drosbwyll i fod yn ofalus.		SM	resymau	Soft mutation turns rh → r, so rhesymau → resymau.	Mae treiglad meddal yn newid rh → r, felly rhesymau → resymau.			
public/data/			c000846	Determiner		llawer	ymatebion	responses	noun-pl	Cawsom llawer o [ ] drwy’r ffurflen.		NONE	ymatebion	Starts with a vowel, so there’s no visible change: ymatebion stays ymatebion.	Mae’n dechrau gyda llafariad, felly nid oes newid i’w weld: mae ymatebion yn aros yn ymatebion.			
public/data/			c000847	Interrogative		pa	drws	door	noun-masc	Pa [ ] sy'n agored heno?		SM	ddrws	Pa (“which/what”) makes the next noun start softer: d → dd, so drws → ddrws.	Mae Pa (“which/what”) yn achosi treiglad meddal ar yr enw sy’n dilyn: d → dd, felly drws → ddrws.			
public/data/			c000848	Interrogative		pa	ci	dog	noun-masc	Pa [ ] wyt ti'n ei ddewis?		SM	gi	After Pa, c → g, so ci → gi.	Ar ôl Pa, c → g, felly ci → gi.			
public/data/			c000849	Interrogative		pa	cath	cat	noun-fem	Pa [ ] sy'n well gyda phlant?		SM	gath	After Pa, c → g, so cath → gath.	Ar ôl Pa, c → g, felly cath → gath.			
public/data/			c000850	Interrogative		pa	merch	girl	noun-fem	Pa [ ] a gyrhaeddodd gyntaf?		SM	ferch	After Pa, m → f, so merch → ferch.	Ar ôl Pa, m → f, felly merch → ferch.			
public/data/			c000851	Interrogative		pa	dyn	man	noun-masc	Pa [ ] wnaeth ofyn y cwestiwn?		SM	ddyn	After Pa, d → dd, so dyn → ddyn.	Ar ôl Pa, d → dd, felly dyn → ddyn.			
public/data/			c000852	Interrogative		pa	plentyn	child	noun-masc	Pa [ ] sy'n berchen ar y bag glas?		SM	blentyn	After Pa, p → b, so plentyn → blentyn.	Ar ôl Pa, p → b, felly plentyn → blentyn.			
public/data/			c000853	Interrogative		pa	cadair	chair	noun-fem	Pa [ ] hoffet ti eistedd arni?		SM	gadair	After Pa, c → g, so cadair → gadair.	Ar ôl Pa, c → g, felly cadair → gadair.			
public/data/			c000854	Interrogative		pa	tŷ	house	noun-masc	Pa [ ] yw rhif saith?		SM	dŷ	After Pa, t → d, so tŷ → dŷ.	Ar ôl Pa, t → d, felly tŷ → dŷ.			
public/data/			c000855	Interrogative		pa	rhan	part	noun-fem	Pa [ ] o'r ffilm oedd orau?		SM	ran	Soft mutation changes rh → r, so rhan → ran after Pa.	Mae treiglad meddal yn newid rh → r, felly rhan → ran ar ôl Pa.			
public/data/			c000856	Interrogative		pa	llyfr	book	noun (masc.)	Pa [ ] wnest ti ei orffen ddoe?		SM	lyfr	In Pa + noun questions, the noun often “softens” at the start: ll → l, so llyfr → lyfr.	Mewn cwestiwn Pa + enw, mae’r enw’n aml yn “meddalu” ar y dechrau: ll → l, felly llyfr → lyfr.			
public/data/			c000857	Interrogative		pa	gair	word	noun (masc.)	Pa [ ] wyt ti'n chwilio amdano?		SM	air	After Pa, some words lose an initial g- in soft mutation: gair → air.	Ar ôl Pa, mae rhai geiriau’n colli g- ar y dechrau: gair → air.			
public/data/			c000858	Interrogative		pa	pobl	people	noun (plural)	Pa [ ] sy'n aros tu allan?		SM	bobl	Pa can soften p → b, so pobl is written bobl here.	Gall Pa achosi p → b, felly pobl yn dod yn bobl yma.			
public/data/			c000859	Interrogative		pa	problem	problem	noun (fem.)	Pa [ ] ddylem ni ei datrys gyntaf?		SM	broblem	After Pa, soft mutation gives p → b: problem → broblem.	Ar ôl Pa, mae treiglad meddal yn rhoi p → b: problem → broblem.			
public/data/			c000860	Interrogative		pa	ysgol	school	noun (fem.)	Pa [ ] wyt ti'n ei ffafrio?		NONE	ysgol	ysgol begins with a vowel sound (spelt with y-), so there’s no visible change after Pa.	Mae ysgol yn dechrau gyda sain llafariad (y-), felly does dim newid i’w weld ar ôl Pa.			
public/data/			c000861	Interrogative		pa	stori	story	noun (fem.)	Pa [ ] hoffet ti ei darllen?		NONE	stori	Soft mutation doesn’t change s-, so stori stays stori after Pa.	Nid yw treiglad meddal yn newid s-, felly mae stori yn aros yr un fath.			
public/data/			c000862	Interrogative		mor	drud	expensive	adjective	Pa mor [ ] yw'r tocyn?		SM	ddrud	In Pa mor + adjective (“How …?”), the adjective softens: d → dd, so drud → ddrud.	Yn Pa mor + ansoddair (“Pa mor …?”), mae’r ansoddair yn treiglo: d → dd, felly drud → ddrud.			
public/data/			c000863	Interrogative		mor	clir	clear	adjective	Pa mor [ ] oedd yr esboniad?		SM	glir	Pa mor + adjective causes soft mutation: c → g, so clir → glir.	Mae Pa mor + ansoddair yn achosi treiglad meddal: c → g, felly clir → glir.			
public/data/			c000864	Interrogative		mor	mawr	big	adjective	Pa mor [ ] yw'r broblem?		SM	fawr	In this question frame, m → f, so mawr → fawr.	Yn y ffram cwestiwn yma, m → f, felly mawr → fawr.			
public/data/			c000865	Interrogative		mor	tew	thick	adjective	Pa mor [ ] yw'r papur?		SM	dew	t → d in soft mutation here: tew → dew.	t → d yma: tew → dew.			
public/data/			c000866	Interrogative		mor	clyd	cosy	adjective	Pa mor [ ] yw'r ystafell?		SM	glyd	c → g: clyd → glyd in Pa mor …? questions.	c → g: clyd → glyd mewn cwestiynau Pa mor …?			
public/data/			c000867	Interrogative		mor	rhad	cheap	adjective	Pa mor [ ] yw'r pris?		NONE	rhad	Soft mutation doesn’t show on rh-, so rhad stays rhad.	Nid yw treiglad meddal yn dangos newid gyda rh-, felly rhad yn aros rhad.			
public/data/			c000868	Interrogative		A (question particle)	daw	(he/she) will come	verb	A [ ] e heno?		SM	ddaw	In formal questions, the small question word A softens the next verb: d → dd, so daw → ddaw.	Mewn cwestiynau ffurfiol, mae’r gair bach A yn treiglo’r ferf: d → dd, felly daw → ddaw.			
public/data/			c000869	Interrogative		A (question particle)	torrodd	(he/she) broke	verb	A [ ] hi'r rheol?		SM	dorrodd	A (question particle) causes soft mutation: t → d, so torrodd → dorrodd.	Mae A (cwestiwn) yn achosi treiglad meddal: t → d, felly torrodd → dorrodd.			
public/data/			c000870	Interrogative		A (question particle)	prynodd	(he/she) bought	verb	A [ ] e'r tocyn ddoe?		SM	brynodd	After question A, p → b, so prynodd → brynodd.	Ar ôl A (cwestiwn), p → b, felly prynodd → brynodd.			
public/data/			c000871	Interrogative		A (question particle)	gwelwch	you see	verb	A [ ] chi'r arwydd?		SM	welwch	Soft mutation can drop initial g-: gwelwch → welwch after formal question A.	Gall treiglad meddal ollwng g-: gwelwch → welwch ar ôl A (cwestiwn ffurfiol).			
public/data/			c000872	Interrogative		A (question particle)	oes	there is/are	verb	A [ ] ddigon o amser?		NONE	oes	You say A oes …? in formal questions. oes starts with a vowel, so there’s no visible softening.	Dywedir A oes …?. Mae oes yn dechrau gyda llafariad, felly does dim newid i’w weld.			
public/data/			c000873	Article	Article|Noun-fem	y	blwyddyn	year	noun-fem	Dw i'n cofio'r [ ] hon yn dda.		SM	flwyddyn	With the definite article ’r, a feminine singular noun usually softens: b → f, so blwyddyn → flwyddyn.	Gyda’r fannod ’r, mae enw benywaidd unigol fel arfer yn treiglo: b → f, felly blwyddyn → flwyddyn.			
public/data/			c000874	Article	Article|Noun-fem	y	merch	girl	noun-fem	Mae'r [ ] yn aros tu allan.		SM	ferch	Feminine singular after ’r: m → f, so merch → ferch.	Enw benywaidd unigol ar ôl ’r: m → f, felly merch → ferch.			
public/data/			c000875	Article	Article|Noun-fem	y	mam	mother	noun-fem	Mae'r [ ] ar y ffôn.		SM	fam	Feminine singular after ’r: m → f, so mam → fam.	Enw benywaidd unigol ar ôl ’r: m → f, felly mam → fam.			
public/data/			c000876	Article	Article|Noun-fem	y	taith	trip	noun-fem	Roedd y [ ] yn flinedig, ond yn braf.		SM	daith	Feminine singular after y: t → d, so taith → daith.	Enw benywaidd unigol ar ôl y: t → d, felly taith → daith.			
public/data/			c000877	Article	Article|Noun-fem	y	cerddoriaeth	music	noun-fem	Dw i'n hoffi'r [ ] yn fawr.		SM	gerddoriaeth	Feminine singular after ’r: c → g, so cerddoriaeth → gerddoriaeth.	Enw benywaidd unigol ar ôl ’r: c → g, felly cerddoriaeth → gerddoriaeth.			
public/data/			c000878	Article	Article|Noun-fem	y	cyfres	series	noun-fem	Wyt ti'n gwylio'r [ ] newydd?		SM	gyfres	Feminine singular after ’r: c → g, so cyfres → gyfres.	Enw benywaidd unigol ar ôl ’r: c → g, felly cyfres → gyfres.			
public/data/			c000879	Article	Article|Noun-fem	y	cymdeithas	society	noun-fem	Mae'r [ ] yn newid yn gyflym.		SM	gymdeithas	Feminine singular after ’r: c → g, so cymdeithas → gymdeithas.	Enw benywaidd unigol ar ôl ’r: c → g, felly cymdeithas → gymdeithas.			
public/data/			c000880	Article	Article|Noun-fem	y	cymuned	community	noun-fem	Mae'r [ ] yn helpu pawb.		SM	gymuned	Feminine singular after ’r: c → g, so cymuned → gymuned.	Enw benywaidd unigol ar ôl ’r: c → g, felly cymuned → gymuned.			
public/data/			c000881	Article	Article|Noun-fem	y	canolfan	centre	noun-fem	Dw i'n mynd i'r [ ] bob wythnos.		SM	ganolfan	Feminine singular after ’r: c → g, so canolfan → ganolfan.	Enw benywaidd unigol ar ôl ’r: c → g, felly canolfan → ganolfan.			
public/data/			c000882	Article	Article|Noun-fem	y	cân	song	noun-fem	Gwranda ar y [ ] eto.		SM	gân	Feminine singular after y: c → g, so cân → gân.	Enw benywaidd unigol ar ôl y: c → g, felly cân → gân.			
public/data/			c000883	Article	Article|Noun-fem	y	cerdd	poem / piece	noun-fem	Clywais i'r [ ] ar y radio.		SM	gerdd	Feminine singular after ’r: c → g, so cerdd → gerdd.	Enw benywaidd unigol ar ôl ’r: c → g, felly cerdd → gerdd.			
public/data/			c000884	Article	Article|Noun-fem	y	cyfraith	law	noun-fem	Mae'r [ ] yn glir.		SM	gyfraith	Feminine singular after ’r: c → g, so cyfraith → gyfraith.	Enw benywaidd unigol ar ôl ’r: c → g, felly cyfraith → gyfraith.			
public/data/			c000885	Article	Article|Noun-fem	y	dadl	argument/debate	noun-fem	Mae'r [ ] yn parhau.		SM	ddadl	Feminine singular after ’r: d → dd, so dadl → ddadl.	Enw benywaidd unigol ar ôl ’r: d → dd, felly dadl → ddadl.			
public/data/			c000886	Article	Article|Noun-fem	y	dinas	city	noun-fem	Dw i'n adnabod y [ ] yn dda.		SM	ddinas	Feminine singular after y: d → dd, so dinas → ddinas.	Enw benywaidd unigol ar ôl y: d → dd, felly dinas → ddinas.			
public/data/			c000887	Article	Article|Noun-fem	y	deddf	law/act	noun-fem	Bydd y [ ] yn newid yn fuan.		SM	ddeddf	Feminine singular after y: d → dd, so deddf → ddeddf.	Enw benywaidd unigol ar ôl y: d → dd, felly deddf → ddeddf.			
public/data/			c000888	Article	Article|Noun-fem	y	menyw	woman	noun-fem	Gwelais i'r [ ] yn y siop.		SM	fenyw	Feminine singular after ’r: m → f, so menyw → fenyw.	Enw benywaidd unigol ar ôl ’r: m → f, felly menyw → fenyw.			
public/data/			c000889	Article	Article|Noun-fem	y	problem	problem	noun-fem	Dyna'r [ ] eto.		SM	broblem	Feminine singular after ’r: p → b, so problem → broblem.	Enw benywaidd unigol ar ôl ’r: p → b, felly problem → broblem.			
public/data/			c000890	Article	Article|Noun-fem	y	pont	bridge	noun-fem	Mae'r [ ] dros yr afon.		SM	bont	Feminine singular after ’r: p → b, so pont → bont.	Enw benywaidd unigol ar ôl ’r: p → b, felly pont → bont.			
public/data/			c000891	Article	Article|Noun-fem	y	rhan	part	noun-fem	Dw i'n deall 'r [ ] gyntaf ond nid yr ail.		NONE	rhan	rh- doesn’t show a soft-mutation change after the article, so rhan stays rhan.	Nid yw rh- yn dangos newid treiglad meddal ar ôl y fannod, felly rhan yn aros rhan.			
public/data/			c000892	Article	Article|Noun-fem	y	llywodraeth	government	noun-fem	Mae'r [ ] wedi gwneud penderfyniad.		NONE	llywodraeth	ll- doesn’t change in soft mutation here, so llywodraeth stays the same.	Nid yw ll- yn newid yma, felly mae llywodraeth yn aros yr un fath.			
public/data/			c000893	Article	Article|Noun-fem	y	llaw	hand	noun-fem	Mae'r [ ] yn boenus heddiw.		NONE	llaw	ll- doesn’t change here, so llaw stays llaw.	Nid yw ll- yn newid yma, felly llaw yn aros llaw.			
